train_loss,epoch,step,val_loss,val_loss_epoch,val_accuracy,test_loss,test_acc
1.7811124324798584,0,49,,,,,
1.7383887767791748,0,99,,,,,
1.4462453126907349,0,149,,,,,
1.2496669292449951,0,199,,,,,
1.2065836191177368,0,249,,,,,
1.2058229446411133,0,299,,,,,
0.8744842410087585,0,349,,,,,
,0,351,1.2423003911972046,1.2394010990858078,0.5462,,
1.1256173849105835,1,399,,,,,
1.1047918796539307,1,449,,,,,
0.9301071166992188,1,499,,,,,
0.9414405822753906,1,549,,,,,
0.8217214941978455,1,599,,,,,
0.8196953535079956,1,649,,,,,
0.6531476974487305,1,699,,,,,
,1,703,0.981467604637146,0.9846374988555908,0.6558,,
0.9740502238273621,2,749,,,,,
0.7250181436538696,2,799,,,,,
0.7192808985710144,2,849,,,,,
0.5553178787231445,2,899,,,,,
0.532311737537384,2,949,,,,,
0.5289396643638611,2,999,,,,,
0.5879056453704834,2,1049,,,,,
,2,1055,0.7916020750999451,0.7993605211377144,0.7296,,
0.42058396339416504,3,1099,,,,,
0.5579534769058228,3,1149,,,,,
0.4443899989128113,3,1199,,,,,
0.41788798570632935,3,1249,,,,,
0.42009520530700684,3,1299,,,,,
0.5570418834686279,3,1349,,,,,
0.5356303453445435,3,1399,,,,,
,3,1407,0.8090259432792664,0.8045336812734604,0.735,,
0.5114631056785583,4,1449,,,,,
0.24494679272174835,4,1499,,,,,
0.3304346799850464,4,1549,,,,,
0.4388155937194824,4,1599,,,,,
0.39355945587158203,4,1649,,,,,
0.44408056139945984,4,1699,,,,,
0.40010786056518555,4,1749,,,,,
,4,1759,0.6644982695579529,0.6551146075129509,0.7942,,
0.3142632842063904,5,1799,,,,,
0.30274444818496704,5,1849,,,,,
0.658496618270874,5,1899,,,,,
0.30662330985069275,5,1949,,,,,
0.3963237702846527,5,1999,,,,,
0.4797803461551666,5,2049,,,,,
0.45783349871635437,5,2099,,,,,
,5,2111,0.6698137521743774,0.660311809182167,0.7858,,
0.19810505211353302,6,2149,,,,,
0.166628897190094,6,2199,,,,,
0.1982358694076538,6,2249,,,,,
0.38718491792678833,6,2299,,,,,
0.3280532658100128,6,2349,,,,,
0.21988677978515625,6,2399,,,,,
0.1749349683523178,6,2449,,,,,
,6,2463,0.6395511627197266,0.6294909920543432,0.8018,,
0.1575012058019638,7,2499,,,,,
0.09305645525455475,7,2549,,,,,
0.19544699788093567,7,2599,,,,,
0.228597030043602,7,2649,,,,,
0.26517918705940247,7,2699,,,,,
0.14732767641544342,7,2749,,,,,
0.18750448524951935,7,2799,,,,,
,7,2815,0.6499437093734741,0.6427675284445286,0.8072,,
0.10130514949560165,8,2849,,,,,
0.06266602128744125,8,2899,,,,,
0.14609120786190033,8,2949,,,,,
0.11707835644483566,8,2999,,,,,
0.10517682135105133,8,3049,,,,,
0.30482375621795654,8,3099,,,,,
0.0938209816813469,8,3149,,,,,
,8,3167,0.7367522716522217,0.7421658128499985,0.7974,,
0.14079973101615906,9,3199,,,,,
0.038482654839754105,9,3249,,,,,
0.07017933577299118,9,3299,,,,,
0.08148631453514099,9,3349,,,,,
0.1113731786608696,9,3399,,,,,
0.09087106585502625,9,3449,,,,,
0.07856792211532593,9,3499,,,,,
,9,3519,0.8111316561698914,0.7924812929704785,0.801,,
0.02177502028644085,10,3549,,,,,
0.020834866911172867,10,3599,,,,,
0.013655351474881172,10,3649,,,,,
0.024798624217510223,10,3699,,,,,
0.01906631886959076,10,3749,,,,,
0.007171120494604111,10,3799,,,,,
0.029369238764047623,10,3849,,,,,
,10,3871,0.5567206144332886,0.5439516942715272,0.8572,,
0.006556275766342878,11,3899,,,,,
0.0041064308024942875,11,3949,,,,,
0.010435210540890694,11,3999,,,,,
0.007331023458391428,11,4049,,,,,
0.002464013174176216,11,4099,,,,,
0.0035068595316261053,11,4149,,,,,
0.003652048297226429,11,4199,,,,,
,11,4223,0.6191501617431641,0.6283379808068276,0.8602,,
0.0022034142166376114,12,4249,,,,,
0.0029786808881908655,12,4299,,,,,
0.00211958191357553,12,4349,,,,,
0.01557411253452301,12,4399,,,,,
0.0016776100965216756,12,4449,,,,,
0.0010561089729890227,12,4499,,,,,
0.0033089537173509598,12,4549,,,,,
,12,4575,0.6792209148406982,0.6749124452471733,0.8616,,
0.0030395088251680136,13,4599,,,,,
0.0013877267483621836,13,4649,,,,,
0.0017463525291532278,13,4699,,,,,
0.001874067122116685,13,4749,,,,,
0.0013041645288467407,13,4799,,,,,
0.0008206978091038764,13,4849,,,,,
0.000683439546264708,13,4899,,,,,
,13,4927,0.7573053240776062,0.7509201288223266,0.8596,,
0.0007828337838873267,14,4949,,,,,
0.00188358873128891,14,4999,,,,,
0.0034272074699401855,14,5049,,,,,
0.0005655151908285916,14,5099,,,,,
0.001972990343347192,14,5149,,,,,
0.0017502297414466739,14,5199,,,,,
0.00027796230278909206,14,5249,,,,,
,14,5279,0.8097259402275085,0.8195261254906654,0.8602,,
,15,5280,,,,0.7881772584175761,0.8621
