train_loss,epoch,step,val_loss,val_loss_epoch,val_accuracy,test_loss,test_acc
1.5314265489578247,0,49,,,,,
1.261756181716919,0,99,,,,,
1.3892627954483032,0,149,,,,,
1.1604021787643433,0,199,,,,,
1.1887402534484863,0,249,,,,,
1.2634425163269043,0,299,,,,,
1.1112253665924072,0,349,,,,,
,0,351,1.1595607995986938,1.150156770646572,0.5726,,
1.100608468055725,1,399,,,,,
0.9904233813285828,1,449,,,,,
0.9855742454528809,1,499,,,,,
0.9144091010093689,1,549,,,,,
0.8611756563186646,1,599,,,,,
0.8233778476715088,1,649,,,,,
0.771953284740448,1,699,,,,,
,1,703,0.9020184278488159,0.8971430286765099,0.6736,,
0.6852898001670837,2,749,,,,,
0.7688892483711243,2,799,,,,,
0.8235329389572144,2,849,,,,,
0.6838144063949585,2,899,,,,,
0.6729422211647034,2,949,,,,,
0.722396194934845,2,999,,,,,
0.6919941902160645,2,1049,,,,,
,2,1055,0.869899332523346,0.8639522209763527,0.683,,
0.5188969969749451,3,1099,,,,,
0.5887171626091003,3,1149,,,,,
0.8115429878234863,3,1199,,,,,
0.6152672171592712,3,1249,,,,,
0.6332746744155884,3,1299,,,,,
0.7197650671005249,3,1349,,,,,
0.6210468411445618,3,1399,,,,,
,3,1407,0.790813684463501,0.7916187092661857,0.7162,,
0.4407695531845093,4,1449,,,,,
0.4827454686164856,4,1499,,,,,
0.6571874022483826,4,1549,,,,,
0.5633763074874878,4,1599,,,,,
0.3766001760959625,4,1649,,,,,
0.46479979157447815,4,1699,,,,,
0.513107180595398,4,1749,,,,,
,4,1759,0.8369850516319275,0.8435276299715042,0.7164,,
0.3540024757385254,5,1799,,,,,
0.38628366589546204,5,1849,,,,,
0.6427868604660034,5,1899,,,,,
0.4007851779460907,5,1949,,,,,
0.41200020909309387,5,1999,,,,,
0.3964892029762268,5,2049,,,,,
0.46530425548553467,5,2099,,,,,
,5,2111,0.8399603366851807,0.8226817674934864,0.7178,,
0.21467190980911255,6,2149,,,,,
0.29177403450012207,6,2199,,,,,
0.35251474380493164,6,2249,,,,,
0.2250690907239914,6,2299,,,,,
0.4528513252735138,6,2349,,,,,
0.40147921442985535,6,2399,,,,,
0.38128936290740967,6,2449,,,,,
,6,2463,0.9685997366905212,0.9503254652023315,0.717,,
0.28077125549316406,7,2499,,,,,
0.21902382373809814,7,2549,,,,,
0.20687901973724365,7,2599,,,,,
0.18913915753364563,7,2649,,,,,
0.3605770170688629,7,2699,,,,,
0.22229111194610596,7,2749,,,,,
0.31671807169914246,7,2799,,,,,
,7,2815,0.9269756078720093,0.9272437155246734,0.7286,,
0.1839430034160614,8,2849,,,,,
0.293668657541275,8,2899,,,,,
0.1570022702217102,8,2949,,,,,
0.36526814103126526,8,2999,,,,,
0.30063775181770325,8,3049,,,,,
0.260728657245636,8,3099,,,,,
0.23342038691043854,8,3149,,,,,
,8,3167,1.0220105648040771,1.0236048102378845,0.7264,,
0.11794028431177139,9,3199,,,,,
0.16056367754936218,9,3249,,,,,
0.1703667938709259,9,3299,,,,,
0.3417075276374817,9,3349,,,,,
0.18463347852230072,9,3399,,,,,
0.21301724016666412,9,3449,,,,,
0.10024247318506241,9,3499,,,,,
,9,3519,1.0315921306610107,1.0231759995222092,0.723,,
0.09243127703666687,10,3549,,,,,
0.08457467705011368,10,3599,,,,,
0.08263742923736572,10,3649,,,,,
0.0626010149717331,10,3699,,,,,
0.07915650308132172,10,3749,,,,,
0.05287890508770943,10,3799,,,,,
0.0976371318101883,10,3849,,,,,
,10,3871,1.0012168884277344,1.0057358488440513,0.7484,,
0.02936622127890587,11,3899,,,,,
0.040145143866539,11,3949,,,,,
0.027085671201348305,11,3999,,,,,
0.061215102672576904,11,4049,,,,,
0.038875799626111984,11,4099,,,,,
0.05274131894111633,11,4149,,,,,
0.05654503032565117,11,4199,,,,,
,11,4223,1.0564583539962769,1.04042659252882,0.7496,,
0.03572027012705803,12,4249,,,,,
0.022989323362708092,12,4299,,,,,
0.024843376129865646,12,4349,,,,,
0.012753406539559364,12,4399,,,,,
0.028951287269592285,12,4449,,,,,
0.02935955673456192,12,4499,,,,,
0.024616112932562828,12,4549,,,,,
,12,4575,1.1192753314971924,1.1256367206573485,0.7482,,
0.038998935371637344,13,4599,,,,,
0.026799680665135384,13,4649,,,,,
0.00775057403370738,13,4699,,,,,
0.024388480931520462,13,4749,,,,,
0.012959052808582783,13,4799,,,,,
0.018902499228715897,13,4849,,,,,
0.02426762320101261,13,4899,,,,,
,13,4927,1.165279746055603,1.1843765065073968,0.751,,
0.012855138629674911,14,4949,,,,,
0.017198458313941956,14,4999,,,,,
0.020063167437911034,14,5049,,,,,
0.028315335512161255,14,5099,,,,,
0.021185249090194702,14,5149,,,,,
0.013337749987840652,14,5199,,,,,
0.03425128385424614,14,5249,,,,,
,14,5279,1.2163355350494385,1.2117132008075715,0.748,,
,15,5280,,,,1.269563455370408,0.7443
